Spectrometer
Copyright © Kvant 2008. All rights reserved.

Date: giovedì 13 gennaio 2022 14:22:53
Source image name: Spectrometer device.bmp
Source image [pixels]: 1280 x 1024
Source image processed height [pixels]: 20
Source image processed [position pixel range]: 512 - 532

Description: 
Spectrum range [nm]: 365,5 - 916,7

Chart points:

Wave Length [nm]		Intensity

365,5			000,1
365,9			000,9
366,4			000,0
366,8			000,0
367,3			000,9
367,7			000,0
368,2			000,0
368,6			000,8
369,0			000,0
369,5			000,0
369,9			000,0
370,4			000,0
370,8			000,0
371,2			000,0
371,7			000,0
372,1			000,0
372,6			000,0
373,0			000,0
373,4			000,0
373,9			000,0
374,3			000,0
374,8			000,0
375,2			000,0
375,6			000,0
376,1			000,0
376,5			000,0
377,0			000,0
377,4			000,0
377,9			001,0
378,3			000,8
378,7			000,0
379,2			000,0
379,6			000,0
380,1			000,0
380,5			000,0
380,9			000,0
381,4			000,0
381,8			000,0
382,3			000,0
382,7			000,0
383,1			000,0
383,6			000,1
384,0			000,1
384,5			000,0
384,9			000,0
385,3			000,0
385,8			000,0
386,2			000,0
386,7			000,0
387,1			000,0
387,5			000,0
388,0			000,0
388,4			000,0
388,9			000,0
389,3			000,0
389,7			000,0
390,2			000,0
390,6			000,0
391,1			000,0
391,5			000,0
391,9			000,0
392,4			000,0
392,8			000,0
393,3			000,0
393,7			000,0
394,1			000,0
394,6			000,0
395,0			000,0
395,5			000,1
395,9			000,1
396,3			000,0
396,8			000,0
397,2			000,0
397,7			000,0
398,1			000,0
398,5			000,0
399,0			000,0
399,4			000,0
399,9			000,0
400,3			000,0
400,7			000,1
401,2			000,1
401,6			000,1
402,1			000,1
402,5			000,0
402,9			000,0
403,4			000,0
403,8			000,0
404,3			000,0
404,7			000,0
405,1			000,0
405,6			000,0
406,0			000,0
406,5			000,0
406,9			000,1
407,3			000,1
407,8			000,0
408,2			000,0
408,7			000,1
409,1			000,1
409,5			000,1
410,0			000,1
410,4			000,1
410,8			000,1
411,3			000,2
411,7			000,2
412,2			000,1
412,6			000,1
413,0			000,1
413,5			000,1
413,9			000,1
414,4			000,1
414,8			000,2
415,2			000,3
415,7			000,3
416,1			000,3
416,6			000,1
417,0			000,1
417,4			000,3
417,9			000,3
418,3			000,2
418,8			000,2
419,2			001,1
419,6			000,4
420,1			000,3
420,5			000,3
421,0			001,4
421,4			000,6
421,8			000,7
422,3			000,7
422,7			001,0
423,1			001,0
423,6			000,8
424,0			000,8
424,5			001,3
424,9			001,3
425,3			001,4
425,8			001,4
426,2			001,2
426,7			001,3
427,1			001,2
427,5			001,2
428,0			001,3
428,4			001,3
428,9			001,1
429,3			001,2
429,7			001,3
430,2			001,4
430,6			001,4
431,0			001,8
431,5			001,2
431,9			001,2
432,4			001,6
432,8			001,6
433,2			001,6
433,7			001,6
434,1			001,4
434,6			001,4
435,0			001,9
435,4			001,9
435,9			002,3
436,3			002,2
436,7			002,2
437,2			002,2
437,6			002,2
438,1			002,2
438,5			002,3
438,9			002,0
439,4			002,5
439,8			002,5
440,3			002,3
440,7			002,4
441,1			002,6
441,6			002,7
442,0			002,6
442,4			002,7
442,9			002,7
443,3			002,7
443,8			002,9
444,2			003,0
444,6			003,1
445,1			003,1
445,5			002,9
446,0			002,9
446,4			003,2
446,8			003,1
447,3			003,2
447,7			003,3
448,1			003,4
448,6			003,4
449,0			003,8
449,5			003,7
449,9			003,5
450,3			003,5
450,8			003,4
451,2			003,5
451,6			003,6
452,1			004,7
452,5			003,8
453,0			003,8
453,4			003,9
453,8			003,9
454,3			004,1
454,7			004,2
455,1			003,9
455,6			003,9
456,0			004,1
456,5			004,2
456,9			004,1
457,3			004,2
457,8			004,3
458,2			004,2
458,7			004,4
459,1			004,5
459,5			004,1
460,0			005,2
460,4			004,3
460,8			004,4
461,3			004,6
461,7			004,6
462,2			004,6
462,6			004,7
463,0			004,6
463,5			004,6
463,9			004,6
464,3			004,7
464,8			005,0
465,2			005,1
465,7			005,3
466,1			005,3
466,5			005,1
467,0			005,2
467,4			005,3
467,8			005,9
468,3			005,2
468,7			005,7
469,2			005,6
469,6			005,7
470,0			006,3
470,5			006,3
470,9			006,3
471,3			007,1
471,8			007,1
472,2			007,5
472,6			008,1
473,1			008,7
473,5			009,0
474,0			008,8
474,4			010,2
474,8			010,8
475,3			011,1
475,7			011,1
476,1			010,7
476,6			012,2
477,0			012,5
477,5			012,1
477,9			012,2
478,3			012,7
478,8			013,1
479,2			014,2
479,6			014,2
480,1			014,7
480,5			014,7
481,0			016,4
481,4			016,8
481,8			015,8
482,3			015,9
482,7			016,8
483,1			017,1
483,6			017,2
484,0			017,7
484,4			019,0
484,9			019,5
485,3			019,1
485,8			019,3
486,2			020,1
486,6			020,5
487,1			021,8
487,5			022,4
487,9			023,6
488,4			022,9
488,8			023,5
489,2			023,9
489,7			024,3
490,1			024,4
490,6			025,4
491,0			026,1
491,4			025,9
491,9			026,6
492,3			027,1
492,7			027,2
493,2			027,7
493,6			029,0
494,1			029,5
494,5			030,2
494,9			029,8
495,4			030,8
495,8			031,4
496,2			031,5
496,7			032,2
497,1			032,0
497,5			033,2
498,0			034,0
498,4			034,1
498,9			034,7
499,3			035,3
499,7			035,6
500,2			035,8
500,6			035,9
501,0			036,0
501,5			037,1
501,9			035,7
502,3			036,9
502,8			039,4
503,2			038,3
503,6			037,7
504,1			040,3
504,5			038,1
505,0			038,4
505,4			039,1
505,8			040,8
506,3			040,3
506,7			041,0
507,1			039,8
507,6			040,8
508,0			041,6
508,4			043,3
508,9			042,3
509,3			042,2
509,8			042,7
510,2			042,7
510,6			044,1
511,1			045,1
511,5			046,8
511,9			045,8
512,4			046,2
512,8			047,0
513,2			048,2
513,7			049,0
514,1			047,4
514,5			047,7
515,0			049,8
515,4			050,5
515,9			050,4
516,3			049,7
516,7			051,3
517,2			052,0
517,6			051,0
518,0			055,3
518,5			054,7
518,9			053,0
519,3			053,7
519,8			056,0
520,2			054,8
520,6			055,2
521,1			056,9
521,5			057,6
521,9			057,5
522,4			057,8
522,8			058,7
523,3			056,6
523,7			059,3
524,1			059,2
524,6			059,8
525,0			061,6
525,4			061,1
525,9			060,9
526,3			061,5
526,7			059,7
527,2			063,1
527,6			062,2
528,0			061,6
528,5			063,0
528,9			062,7
529,3			064,4
529,8			063,6
530,2			062,7
530,7			064,8
531,1			064,2
531,5			063,7
532,0			063,0
532,4			063,0
532,8			063,5
